"pid","tpc","qn","ans"
1360,"Covid","how-often-talk-colleagues","1"
1360,"Covid","how-often-talk-family","1"
1360,"Covid","important","1"
1360,"Covid","interesting","1"
1360,"Covid","learn-more","1"
1360,"Covid","understandable","7"
1360,"Environment","controversial","6"
1360,"Environment","familiar","4"
1360,"Environment","heard-of-last-week","yes"
1360,"Environment","how-often-talk-colleagues","4"
1360,"Environment","how-often-talk-family","4"
1360,"Environment","important","6"
1360,"Environment","interesting","6"
1360,"Environment","learn-more","7"
1360,"Environment","understandable","6"
1360,"Cognitive Skills","controversial","6"
1360,"Cognitive Skills","familiar","5"
1360,"Cognitive Skills","heard-of-last-week","no"
1360,"Cognitive Skills","how-often-talk-colleagues","3"
1360,"Cognitive Skills","how-often-talk-family","4"
1360,"Cognitive Skills","important","6"
1360,"Cognitive Skills","interesting","6"
1360,"Cognitive Skills","learn-more","7"
1360,"Cognitive Skills","understandable","5"
1360,"Self-control","controversial","4"
1360,"Self-control","familiar","5"
1360,"Self-control","heard-of-last-week","no"
1360,"Self-control","how-often-talk-colleagues","1"
1360,"Self-control","how-often-talk-family","2"
1360,"Self-control","important","6"
1360,"Self-control","interesting","6"
1360,"Self-control","learn-more","7"
1360,"Self-control","understandable","5"
1360,"Politics","controversial","5"
1360,"Politics","familiar","5"
1360,"Politics","heard-of-last-week","no"
1360,"Politics","how-often-talk-colleagues","1"
1360,"Politics","how-often-talk-family","3"
1360,"Politics","important","5"
1360,"Politics","interesting","4"
1360,"Politics","learn-more","5"
1360,"Politics","understandable","5"
1360,"Addiction","controversial","5"
1360,"Addiction","familiar","3"
1360,"Addiction","heard-of-last-week","no"
1360,"Addiction","how-often-talk-colleagues","2"
1360,"Addiction","how-often-talk-family","2"
1360,"Addiction","important","6"
1360,"Addiction","interesting","5"
1360,"Addiction","learn-more","7"
1360,"Addiction","understandable","5"
1360,"Socioeconomic Inequality","controversial","5"
1360,"Socioeconomic Inequality","familiar","4"
1360,"Socioeconomic Inequality","heard-of-last-week","no"
1360,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1360,"Socioeconomic Inequality","how-often-talk-family","4"
1360,"Socioeconomic Inequality","important","6"
1360,"Socioeconomic Inequality","interesting","5"
1360,"Socioeconomic Inequality","learn-more","7"
1360,"Socioeconomic Inequality","understandable","5"
1360,"Health","controversial","5"
1360,"Health","familiar","6"
1360,"Health","heard-of-last-week","no"
1360,"Health","how-often-talk-colleagues","2"
1360,"Health","how-often-talk-family","6"
1360,"Health","important","6"
1360,"Health","interesting","6"
1360,"Health","learn-more","7"
1360,"Health","understandable","6"
1361,"Cognitive Skills","controversial","1"
1361,"Cognitive Skills","familiar","4"
1361,"Cognitive Skills","heard-of-last-week","no"
1361,"Cognitive Skills","how-often-talk-colleagues","2"
1361,"Cognitive Skills","how-often-talk-family","2"
1361,"Cognitive Skills","important","3"
1361,"Cognitive Skills","interesting","4"
1361,"Cognitive Skills","learn-more","4"
1361,"Cognitive Skills","understandable","4"
1361,"Environment","controversial","5"
1361,"Environment","familiar","4"
1361,"Environment","heard-of-last-week","yes"
1361,"Environment","how-often-talk-colleagues","5"
1361,"Environment","how-often-talk-family","5"
1361,"Environment","important","4"
1361,"Environment","interesting","4"
1361,"Environment","learn-more","5"
1361,"Environment","understandable","4"
1361,"Sports","controversial","1"
1361,"Sports","familiar","4"
1361,"Sports","heard-of-last-week","yes"
1361,"Sports","how-often-talk-colleagues","1"
1361,"Sports","how-often-talk-family","1"
1361,"Sports","important","1"
1361,"Sports","interesting","1"
1361,"Sports","learn-more","1"
1361,"Sports","understandable","4"
1361,"Covid","controversial","6"
1361,"Covid","familiar","5"
1361,"Covid","heard-of-last-week","yes"
1361,"Covid","how-often-talk-colleagues","1"
1361,"Covid","how-often-talk-family","1"
1361,"Covid","important","4"
1361,"Covid","interesting","4"
1361,"Covid","learn-more","1"
1361,"Covid","understandable","4"
1361,"Socioeconomic Inequality","controversial","3"
1361,"Socioeconomic Inequality","familiar","3"
1361,"Socioeconomic Inequality","heard-of-last-week","yes"
1361,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1361,"Socioeconomic Inequality","how-often-talk-family","2"
1361,"Socioeconomic Inequality","important","6"
1361,"Socioeconomic Inequality","interesting","1"
1361,"Socioeconomic Inequality","learn-more","1"
1361,"Socioeconomic Inequality","understandable","3"
1361,"Self-control","controversial","1"
1361,"Self-control","familiar","5"
1361,"Self-control","heard-of-last-week","yes"
1361,"Self-control","how-often-talk-colleagues","5"
1361,"Self-control","how-often-talk-family","4"
1361,"Self-control","important","7"
1361,"Self-control","interesting","5"
1361,"Self-control","learn-more","6"
1361,"Self-control","understandable","4"
1361,"Neuroscience","controversial","4"
1361,"Neuroscience","familiar","3"
1361,"Neuroscience","heard-of-last-week","yes"
1361,"Neuroscience","how-often-talk-colleagues","5"
1361,"Neuroscience","how-often-talk-family","2"
1361,"Neuroscience","important","3"
1361,"Neuroscience","interesting","5"
1361,"Neuroscience","learn-more","5"
1361,"Neuroscience","understandable","3"
1361,"AI","controversial","7"
1361,"AI","familiar","3"
1361,"AI","heard-of-last-week","yes"
1361,"AI","how-often-talk-colleagues","7"
1361,"AI","how-often-talk-family","4"
1361,"AI","important","7"
1361,"AI","interesting","7"
1361,"AI","learn-more","7"
1361,"AI","understandable","3"
1361,"Gender Inequality","controversial","7"
1361,"Gender Inequality","familiar","5"
1361,"Gender Inequality","heard-of-last-week","yes"
1361,"Gender Inequality","how-often-talk-colleagues","1"
1361,"Gender Inequality","how-often-talk-family","1"
1361,"Gender Inequality","important","3"
1361,"Gender Inequality","interesting","1"
1361,"Gender Inequality","learn-more","1"
1361,"Gender Inequality","understandable","6"
1361,"Health","controversial","5"
1361,"Health","familiar","4"
1361,"Health","heard-of-last-week","yes"
1361,"Health","how-often-talk-colleagues","5"
1361,"Health","how-often-talk-family","3"
1361,"Health","important","7"
1361,"Health","interesting","6"
1361,"Health","learn-more","5"
1361,"Health","understandable","4"
1361,"Politics","controversial","7"
1361,"Politics","familiar","3"
1361,"Politics","heard-of-last-week","yes"
1361,"Politics","how-often-talk-colleagues","3"
1361,"Politics","how-often-talk-family","2"
1361,"Politics","important","1"
1361,"Politics","interesting","1"
1361,"Politics","learn-more","1"
1361,"Politics","understandable","4"
1361,"Addiction","controversial","5"
1361,"Addiction","familiar","4"
1361,"Addiction","heard-of-last-week","yes"
1361,"Addiction","how-often-talk-colleagues","4"
1361,"Addiction","how-often-talk-family","2"
1361,"Addiction","important","6"
1361,"Addiction","interesting","4"
1361,"Addiction","learn-more","5"
1361,"Addiction","understandable","4"
1362,"Environment","controversial","4"
1362,"Environment","familiar","4"
1362,"Environment","heard-of-last-week","yes"
1362,"Environment","how-often-talk-colleagues","3"
1362,"Environment","how-often-talk-family","3"
1362,"Environment","important","5"
1362,"Environment","interesting","3"
1362,"Environment","learn-more","3"
1362,"Environment","understandable","4"
1362,"Addiction","controversial","6"
1362,"Addiction","familiar","5"
1362,"Addiction","heard-of-last-week","yes"
1362,"Addiction","how-often-talk-colleagues","5"
1362,"Addiction","how-often-talk-family","4"
1362,"Addiction","important","5"
1362,"Addiction","interesting","5"
1362,"Addiction","learn-more","4"
1362,"Addiction","understandable","5"
1362,"Self-control","controversial","3"
1362,"Self-control","familiar","5"
1362,"Self-control","heard-of-last-week","yes"
1362,"Self-control","how-often-talk-colleagues","3"
1362,"Self-control","how-often-talk-family","3"
1362,"Self-control","important","5"
1362,"Self-control","interesting","4"
1362,"Self-control","learn-more","4"
1362,"Self-control","understandable","4"
1362,"Politics","controversial","6"
1362,"Politics","familiar","5"
1362,"Politics","heard-of-last-week","yes"
1362,"Politics","how-often-talk-colleagues","5"
1362,"Politics","how-often-talk-family","4"
1362,"Politics","important","5"
1362,"Politics","interesting","5"
1362,"Politics","learn-more","4"
1362,"Politics","understandable","3"
1362,"Health","controversial","4"
1362,"Health","familiar","5"
1362,"Health","heard-of-last-week","yes"
1362,"Health","how-often-talk-colleagues","4"
1362,"Health","how-often-talk-family","5"
1362,"Health","important","5"
1362,"Health","interesting","5"
1362,"Health","learn-more","4"
1362,"Health","understandable","3"
1362,"Neuroscience","controversial","3"
1362,"Neuroscience","familiar","2"
1362,"Neuroscience","heard-of-last-week","no"
1362,"Neuroscience","how-often-talk-colleagues","3"
1362,"Neuroscience","how-often-talk-family","2"
1362,"Neuroscience","important","3"
1362,"Neuroscience","interesting","4"
1362,"Neuroscience","learn-more","3"
1362,"Neuroscience","understandable","3"
1362,"Sports","controversial","4"
1362,"Sports","familiar","6"
1362,"Sports","heard-of-last-week","yes"
1362,"Sports","how-often-talk-colleagues","6"
1362,"Sports","how-often-talk-family","6"
1362,"Sports","important","5"
1362,"Sports","interesting","6"
1362,"Sports","learn-more","6"
1362,"Sports","understandable","5"
1362,"Gender Inequality","controversial","5"
1362,"Gender Inequality","familiar","4"
1362,"Gender Inequality","heard-of-last-week","no"
1362,"Gender Inequality","how-often-talk-colleagues","3"
1362,"Gender Inequality","how-often-talk-family","2"
1362,"Gender Inequality","important","2"
1362,"Gender Inequality","interesting","2"
1362,"Gender Inequality","learn-more","2"
1362,"Gender Inequality","understandable","2"
1362,"Covid","controversial","6"
1362,"Covid","familiar","4"
1362,"Covid","heard-of-last-week","no"
1362,"Covid","how-often-talk-colleagues","5"
1362,"Covid","how-often-talk-family","5"
1362,"Covid","important","4"
1362,"Covid","interesting","5"
1362,"Covid","learn-more","1"
1362,"Covid","understandable","4"
1362,"Socioeconomic Inequality","controversial","5"
1362,"Socioeconomic Inequality","familiar","4"
1362,"Socioeconomic Inequality","heard-of-last-week","yes"
1362,"Socioeconomic Inequality","how-often-talk-colleagues","6"
1362,"Socioeconomic Inequality","how-often-talk-family","2"
1362,"Socioeconomic Inequality","important","2"
1362,"Socioeconomic Inequality","interesting","2"
1362,"Socioeconomic Inequality","learn-more","1"
1362,"Socioeconomic Inequality","understandable","2"
1362,"AI","controversial","3"
1362,"AI","familiar","5"
1362,"AI","heard-of-last-week","no"
1362,"AI","how-often-talk-colleagues","3"
1362,"AI","how-often-talk-family","2"
1362,"AI","important","3"
1362,"AI","interesting","3"
1362,"AI","learn-more","3"
1362,"AI","understandable","3"
1362,"Cognitive Skills","controversial","2"
1362,"Cognitive Skills","familiar","2"
1362,"Cognitive Skills","heard-of-last-week","no"
1362,"Cognitive Skills","how-often-talk-colleagues","2"
1362,"Cognitive Skills","how-often-talk-family","1"
1362,"Cognitive Skills","important","3"
1362,"Cognitive Skills","interesting","2"
1362,"Cognitive Skills","learn-more","2"
1362,"Cognitive Skills","understandable","2"
1363,"Socioeconomic Inequality","controversial","5"
1363,"Socioeconomic Inequality","familiar","4"
1363,"Socioeconomic Inequality","heard-of-last-week","yes"
1363,"Socioeconomic Inequality","how-often-talk-colleagues","1"
1363,"Socioeconomic Inequality","how-often-talk-family","2"
1363,"Socioeconomic Inequality","important","6"
1363,"Socioeconomic Inequality","interesting","3"
1363,"Socioeconomic Inequality","learn-more","3"
1363,"Socioeconomic Inequality","understandable","2"
1363,"Self-control","controversial","4"
1363,"Self-control","familiar","4"
1363,"Self-control","heard-of-last-week","no"
1363,"Self-control","how-often-talk-colleagues","1"
1363,"Self-control","how-often-talk-family","2"
1363,"Self-control","important","5"
1363,"Self-control","interesting","5"
1363,"Self-control","learn-more","6"
1363,"Self-control","understandable","4"
1363,"Neuroscience","controversial","2"
1363,"Neuroscience","familiar","1"
1363,"Neuroscience","heard-of-last-week","no"
1363,"Neuroscience","how-often-talk-colleagues","1"
1363,"Neuroscience","how-often-talk-family","1"
1363,"Neuroscience","important","7"
1363,"Neuroscience","interesting","5"
1363,"Neuroscience","learn-more","4"
1363,"Neuroscience","understandable","1"
1363,"Health","controversial","5"
1363,"Health","familiar","7"
1363,"Health","heard-of-last-week","yes"
1363,"Health","how-often-talk-colleagues","7"
1363,"Health","how-often-talk-family","7"
1363,"Health","important","7"
1363,"Health","interesting","7"
1363,"Health","learn-more","7"
1363,"Health","understandable","4"
1363,"Politics","controversial","7"
1363,"Politics","familiar","7"
1363,"Politics","heard-of-last-week","yes"
1363,"Politics","how-often-talk-colleagues","2"
1363,"Politics","how-often-talk-family","7"
1363,"Politics","important","7"
1363,"Politics","interesting","5"
1363,"Politics","learn-more","5"
1363,"Politics","understandable","4"
1363,"Addiction","controversial","7"
1363,"Addiction","familiar","6"
1363,"Addiction","heard-of-last-week","yes"
1363,"Addiction","how-often-talk-colleagues","3"
1363,"Addiction","how-often-talk-family","5"
1363,"Addiction","important","7"
1363,"Addiction","interesting","7"
1363,"Addiction","learn-more","6"
1363,"Addiction","understandable","5"
1363,"Environment","controversial","7"
1363,"Environment","familiar","7"
1363,"Environment","heard-of-last-week","yes"
1363,"Environment","how-often-talk-colleagues","2"
1363,"Environment","how-often-talk-family","4"
1363,"Environment","important","7"
1363,"Environment","interesting","7"
1363,"Environment","learn-more","6"
1363,"Environment","understandable","5"
1363,"Covid","controversial","7"
1363,"Covid","familiar","7"
1363,"Covid","heard-of-last-week","yes"
1363,"Covid","how-often-talk-colleagues","5"
1363,"Covid","how-often-talk-family","6"
1363,"Covid","important","7"
1363,"Covid","interesting","6"
1363,"Covid","learn-more","6"
1363,"Covid","understandable","4"
1363,"AI","controversial","7"
1363,"AI","familiar","6"
1363,"AI","heard-of-last-week","yes"
1363,"AI","how-often-talk-colleagues","4"
1363,"AI","how-often-talk-family","4"
1363,"AI","important","7"
1363,"AI","interesting","6"
1363,"AI","learn-more","6"
1363,"AI","understandable","3"
1363,"Sports","controversial","3"
1363,"Sports","familiar","6"
1363,"Sports","heard-of-last-week","yes"
1363,"Sports","how-often-talk-colleagues","4"
1363,"Sports","how-often-talk-family","6"
1363,"Sports","important","5"
1363,"Sports","interesting","5"
1363,"Sports","learn-more","4"
1363,"Sports","understandable","6"
1363,"Cognitive Skills","controversial","2"
1363,"Cognitive Skills","familiar","4"
1363,"Cognitive Skills","heard-of-last-week","no"
1363,"Cognitive Skills","how-often-talk-colleagues","1"
1363,"Cognitive Skills","how-often-talk-family","2"
1363,"Cognitive Skills","important","6"
1363,"Cognitive Skills","interesting","6"
1363,"Cognitive Skills","learn-more","6"
1363,"Cognitive Skills","understandable","3"
1364,"Sports","controversial","2"
1364,"Sports","familiar","5"
1364,"Sports","heard-of-last-week","yes"
1364,"Sports","how-often-talk-colleagues","4"
1364,"Sports","how-often-talk-family","5"
1364,"Sports","important","3"
1364,"Sports","interesting","5"
1364,"Sports","learn-more","5"
1364,"Sports","understandable","6"
1364,"Self-control","controversial","3"
1364,"Self-control","familiar","3"
1364,"Self-control","heard-of-last-week","no"
1364,"Self-control","how-often-talk-colleagues","2"
1364,"Self-control","how-often-talk-family","1"
1364,"Self-control","important","6"
1364,"Self-control","interesting","5"
1364,"Self-control","learn-more","5"
1364,"Self-control","understandable","3"
1364,"Gender Inequality","controversial","6"
1364,"Gender Inequality","familiar","4"
1364,"Gender Inequality","heard-of-last-week","no"
1364,"Gender Inequality","how-often-talk-colleagues","2"
1364,"Gender Inequality","how-often-talk-family","1"
1364,"Gender Inequality","important","6"
1364,"Gender Inequality","interesting","5"
1364,"Gender Inequality","learn-more","4"
1364,"Gender Inequality","understandable","4"
1364,"Socioeconomic Inequality","controversial","6"
1364,"Socioeconomic Inequality","familiar","3"
1364,"Socioeconomic Inequality","heard-of-last-week","no"
1364,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1364,"Socioeconomic Inequality","how-often-talk-family","2"
1364,"Socioeconomic Inequality","important","7"
1364,"Socioeconomic Inequality","interesting","6"
1364,"Socioeconomic Inequality","learn-more","7"
1364,"Socioeconomic Inequality","understandable","3"
1364,"Politics","controversial","7"
1364,"Politics","familiar","5"
1364,"Politics","heard-of-last-week","yes"
1364,"Politics","how-often-talk-colleagues","6"
1364,"Politics","how-often-talk-family","3"
1364,"Politics","important","7"
1364,"Politics","interesting","5"
1364,"Politics","learn-more","7"
1364,"Politics","understandable","2"
1364,"AI","controversial","7"
1364,"AI","familiar","2"
1364,"AI","heard-of-last-week","yes"
1364,"AI","how-often-talk-colleagues","3"
1364,"AI","how-often-talk-family","2"
1364,"AI","important","7"
1364,"AI","interesting","4"
1364,"AI","learn-more","6"
1364,"AI","understandable","2"
1364,"Environment","controversial","5"
1364,"Environment","familiar","6"
1364,"Environment","heard-of-last-week","yes"
1364,"Environment","how-often-talk-colleagues","4"
1364,"Environment","how-often-talk-family","1"
1364,"Environment","important","7"
1364,"Environment","interesting","4"
1364,"Environment","learn-more","5"
1364,"Environment","understandable","3"
1364,"Health","controversial","4"
1364,"Health","familiar","6"
1364,"Health","heard-of-last-week","yes"
1364,"Health","how-often-talk-colleagues","6"
1364,"Health","how-often-talk-family","2"
1364,"Health","important","7"
1364,"Health","interesting","7"
1364,"Health","learn-more","7"
1364,"Health","understandable","3"
1364,"Covid","controversial","7"
1364,"Covid","familiar","6"
1364,"Covid","heard-of-last-week","yes"
1364,"Covid","how-often-talk-colleagues","2"
1364,"Covid","how-often-talk-family","4"
1364,"Covid","important","5"
1364,"Covid","interesting","1"
1364,"Covid","learn-more","1"
1364,"Covid","understandable","6"
1364,"Addiction","controversial","4"
1364,"Addiction","familiar","5"
1364,"Addiction","heard-of-last-week","no"
1364,"Addiction","how-often-talk-colleagues","1"
1364,"Addiction","how-often-talk-family","1"
1364,"Addiction","important","6"
1364,"Addiction","interesting","3"
1364,"Addiction","learn-more","2"
1364,"Addiction","understandable","4"
1364,"Cognitive Skills","controversial","2"
1364,"Cognitive Skills","familiar","5"
1364,"Cognitive Skills","heard-of-last-week","yes"
1364,"Cognitive Skills","how-often-talk-colleagues","5"
1364,"Cognitive Skills","how-often-talk-family","1"
1364,"Cognitive Skills","important","6"
1364,"Cognitive Skills","interesting","7"
1364,"Cognitive Skills","learn-more","7"
1364,"Cognitive Skills","understandable","3"
1364,"Neuroscience","controversial","1"
1364,"Neuroscience","familiar","2"
1364,"Neuroscience","heard-of-last-week","no"
1364,"Neuroscience","how-often-talk-colleagues","3"
1364,"Neuroscience","how-often-talk-family","1"
1364,"Neuroscience","important","5"
1364,"Neuroscience","interesting","7"
1364,"Neuroscience","learn-more","7"
1364,"Neuroscience","understandable","1"
1365,"Covid","controversial","7"
1365,"Covid","familiar","4"
1365,"Covid","heard-of-last-week","yes"
1365,"Covid","how-often-talk-colleagues","3"
1365,"Covid","how-often-talk-family","2"
1365,"Covid","important","7"
1365,"Covid","interesting","5"
1365,"Covid","learn-more","4"
1365,"Covid","understandable","3"
1365,"Cognitive Skills","controversial","1"
1365,"Cognitive Skills","familiar","7"
1365,"Cognitive Skills","heard-of-last-week","yes"
1365,"Cognitive Skills","how-often-talk-colleagues","4"
1365,"Cognitive Skills","how-often-talk-family","4"
1365,"Cognitive Skills","important","7"
1365,"Cognitive Skills","interesting","6"
1365,"Cognitive Skills","learn-more","7"
1365,"Cognitive Skills","understandable","7"
1365,"Self-control","controversial","3"
1365,"Self-control","familiar","7"
1365,"Self-control","heard-of-last-week","yes"
1365,"Self-control","how-often-talk-colleagues","4"
1365,"Self-control","how-often-talk-family","4"
1365,"Self-control","important","7"
1365,"Self-control","interesting","4"
1365,"Self-control","learn-more","7"
1365,"Self-control","understandable","7"
1365,"Socioeconomic Inequality","controversial","7"
1365,"Socioeconomic Inequality","familiar","7"
1365,"Socioeconomic Inequality","heard-of-last-week","yes"
1365,"Socioeconomic Inequality","how-often-talk-colleagues","6"
1365,"Socioeconomic Inequality","how-often-talk-family","6"
1365,"Socioeconomic Inequality","important","7"
1365,"Socioeconomic Inequality","interesting","7"
1365,"Socioeconomic Inequality","learn-more","7"
1365,"Socioeconomic Inequality","understandable","4"
1365,"Health","controversial","1"
1365,"Health","familiar","6"
1365,"Health","heard-of-last-week","yes"
1365,"Health","how-often-talk-colleagues","6"
1365,"Health","how-often-talk-family","6"
1365,"Health","important","4"
1365,"Health","interesting","4"
1365,"Health","learn-more","4"
1365,"Health","understandable","6"
1365,"Environment","controversial","7"
1365,"Environment","familiar","7"
1365,"Environment","heard-of-last-week","yes"
1365,"Environment","how-often-talk-colleagues","4"
1365,"Environment","how-often-talk-family","4"
1365,"Environment","important","7"
1365,"Environment","interesting","7"
1365,"Environment","learn-more","7"
1365,"Environment","understandable","7"
1365,"Gender Inequality","controversial","7"
1365,"Gender Inequality","familiar","4"
1365,"Gender Inequality","heard-of-last-week","yes"
1365,"Gender Inequality","how-often-talk-colleagues","4"
1365,"Gender Inequality","how-often-talk-family","2"
1365,"Gender Inequality","important","7"
1365,"Gender Inequality","interesting","7"
1365,"Gender Inequality","learn-more","7"
1365,"Gender Inequality","understandable","7"
1365,"Sports","controversial","1"
1365,"Sports","familiar","7"
1365,"Sports","heard-of-last-week","yes"
1365,"Sports","how-often-talk-colleagues","1"
1365,"Sports","how-often-talk-family","1"
1365,"Sports","important","1"
1365,"Sports","interesting","1"
1365,"Sports","learn-more","1"
1365,"Sports","understandable","7"
1365,"Politics","controversial","7"
1365,"Politics","familiar","4"
1365,"Politics","heard-of-last-week","yes"
1365,"Politics","how-often-talk-colleagues","7"
1365,"Politics","how-often-talk-family","7"
1365,"Politics","important","7"
1365,"Politics","interesting","7"
1365,"Politics","learn-more","7"
1365,"Politics","understandable","1"
1365,"Addiction","controversial","7"
1365,"Addiction","familiar","1"
1365,"Addiction","heard-of-last-week","yes"
1365,"Addiction","how-often-talk-colleagues","1"
1365,"Addiction","how-often-talk-family","1"
1365,"Addiction","important","7"
1365,"Addiction","interesting","7"
1365,"Addiction","learn-more","7"
1365,"Addiction","understandable","7"
1365,"AI","controversial","7"
1365,"AI","familiar","7"
1365,"AI","heard-of-last-week","yes"
1365,"AI","how-often-talk-colleagues","6"
1365,"AI","how-often-talk-family","3"
1365,"AI","important","7"
1365,"AI","interesting","7"
1365,"AI","learn-more","7"
1365,"AI","understandable","6"
1365,"Neuroscience","controversial","1"
1365,"Neuroscience","familiar","1"
1365,"Neuroscience","heard-of-last-week","no"
1365,"Neuroscience","how-often-talk-colleagues","1"
1365,"Neuroscience","how-often-talk-family","1"
1365,"Neuroscience","important","5"
1365,"Neuroscience","interesting","4"
1365,"Neuroscience","learn-more","1"
1365,"Neuroscience","understandable","1"
1366,"Politics","controversial","7"
1366,"Politics","familiar","4"
1366,"Politics","heard-of-last-week","yes"
1366,"Politics","how-often-talk-colleagues","3"
1366,"Politics","how-often-talk-family","2"
1366,"Politics","important","4"
1366,"Politics","interesting","3"
1366,"Politics","learn-more","4"
1366,"Politics","understandable","3"
1366,"Environment","controversial","4"
1366,"Environment","familiar","3"
1366,"Environment","heard-of-last-week","yes"
1366,"Environment","how-often-talk-colleagues","3"
1366,"Environment","how-often-talk-family","4"
1366,"Environment","important","6"
1366,"Environment","interesting","5"
1366,"Environment","learn-more","5"
1366,"Environment","understandable","4"
1366,"Cognitive Skills","controversial","3"
1366,"Cognitive Skills","familiar","3"
1366,"Cognitive Skills","heard-of-last-week","yes"
1366,"Cognitive Skills","how-often-talk-colleagues","2"
1366,"Cognitive Skills","how-often-talk-family","3"
1366,"Cognitive Skills","important","5"
1366,"Cognitive Skills","interesting","5"
1366,"Cognitive Skills","learn-more","4"
1366,"Cognitive Skills","understandable","3"
1366,"Gender Inequality","controversial","5"
1366,"Gender Inequality","familiar","3"
1366,"Gender Inequality","heard-of-last-week","no"
1366,"Gender Inequality","how-often-talk-colleagues","2"
1366,"Gender Inequality","how-often-talk-family","2"
1366,"Gender Inequality","important","4"
1366,"Gender Inequality","interesting","4"
1366,"Gender Inequality","learn-more","2"
1366,"Gender Inequality","understandable","4"
1366,"Socioeconomic Inequality","controversial","5"
1366,"Socioeconomic Inequality","familiar","3"
1366,"Socioeconomic Inequality","heard-of-last-week","no"
1366,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1366,"Socioeconomic Inequality","how-often-talk-family","1"
1366,"Socioeconomic Inequality","important","4"
1366,"Socioeconomic Inequality","interesting","4"
1366,"Socioeconomic Inequality","learn-more","3"
1366,"Socioeconomic Inequality","understandable","3"
1366,"Health","controversial","2"
1366,"Health","familiar","3"
1366,"Health","heard-of-last-week","yes"
1366,"Health","how-often-talk-colleagues","2"
1366,"Health","how-often-talk-family","4"
1366,"Health","important","6"
1366,"Health","interesting","5"
1366,"Health","learn-more","5"
1366,"Health","understandable","3"
1366,"Sports","controversial","2"
1366,"Sports","familiar","3"
1366,"Sports","heard-of-last-week","yes"
1366,"Sports","how-often-talk-colleagues","1"
1366,"Sports","how-often-talk-family","2"
1366,"Sports","important","2"
1366,"Sports","interesting","2"
1366,"Sports","learn-more","2"
1366,"Sports","understandable","3"
1366,"Addiction","controversial","5"
1366,"Addiction","familiar","3"
1366,"Addiction","heard-of-last-week","no"
1366,"Addiction","how-often-talk-colleagues","1"
1366,"Addiction","how-often-talk-family","1"
1366,"Addiction","important","6"
1366,"Addiction","interesting","5"
1366,"Addiction","learn-more","4"
1366,"Addiction","understandable","3"
1366,"Self-control","controversial","3"
1366,"Self-control","familiar","3"
1366,"Self-control","heard-of-last-week","yes"
1366,"Self-control","how-often-talk-colleagues","2"
1366,"Self-control","how-often-talk-family","2"
1366,"Self-control","important","6"
1366,"Self-control","interesting","5"
1366,"Self-control","learn-more","2"
1366,"Self-control","understandable","3"
1366,"Covid","controversial","5"
1366,"Covid","familiar","3"
1366,"Covid","heard-of-last-week","yes"
1366,"Covid","how-often-talk-colleagues","2"
1366,"Covid","how-often-talk-family","3"
1366,"Covid","important","5"
1366,"Covid","interesting","4"
1366,"Covid","learn-more","2"
1366,"Covid","understandable","3"
1366,"AI","controversial","4"
1366,"AI","familiar","2"
1366,"AI","heard-of-last-week","yes"
1366,"AI","how-often-talk-colleagues","1"
1366,"AI","how-often-talk-family","1"
1366,"AI","important","3"
1366,"AI","interesting","4"
1366,"AI","learn-more","4"
1366,"AI","understandable","2"
1366,"Neuroscience","controversial","3"
1366,"Neuroscience","familiar","2"
1366,"Neuroscience","heard-of-last-week","no"
1366,"Neuroscience","how-often-talk-colleagues","1"
1366,"Neuroscience","how-often-talk-family","1"
1366,"Neuroscience","important","4"
1366,"Neuroscience","interesting","4"
1366,"Neuroscience","learn-more","2"
1366,"Neuroscience","understandable","2"
1368,"Socioeconomic Inequality","controversial","2"
1368,"Socioeconomic Inequality","familiar","6"
1368,"Socioeconomic Inequality","heard-of-last-week","no"
1368,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1368,"Socioeconomic Inequality","how-often-talk-family","2"
1368,"Socioeconomic Inequality","important","7"
1368,"Socioeconomic Inequality","interesting","5"
1368,"Socioeconomic Inequality","learn-more","6"
1368,"Socioeconomic Inequality","understandable","5"
1368,"Covid","controversial","1"
1368,"Covid","familiar","7"
1368,"Covid","heard-of-last-week","yes"
1368,"Covid","how-often-talk-colleagues","1"
1368,"Covid","how-often-talk-family","1"
1368,"Covid","important","1"
1368,"Covid","interesting","1"
1368,"Covid","learn-more","1"
1368,"Covid","understandable","7"
1368,"Cognitive Skills","controversial","1"
1368,"Cognitive Skills","familiar","7"
1368,"Cognitive Skills","heard-of-last-week","no"
1368,"Cognitive Skills","how-often-talk-colleagues","1"
1368,"Cognitive Skills","how-often-talk-family","2"
1368,"Cognitive Skills","important","5"
1368,"Cognitive Skills","interesting","5"
1368,"Cognitive Skills","learn-more","3"
1368,"Cognitive Skills","understandable","7"
1368,"Addiction","controversial","5"
1368,"Addiction","familiar","7"
1368,"Addiction","heard-of-last-week","yes"
1368,"Addiction","how-often-talk-colleagues","3"
1368,"Addiction","how-often-talk-family","4"
1368,"Addiction","important","7"
1368,"Addiction","interesting","6"
1368,"Addiction","learn-more","6"
1368,"Addiction","understandable","7"
1368,"Neuroscience","controversial","1"
1368,"Neuroscience","familiar","4"
1368,"Neuroscience","heard-of-last-week","no"
